cmun,municipality,count_of_stations,suburban_train
37025,Aldehuela De La Bóveda,2,0
37032,Arapiles,1,0
37038,Babilafuente,1,0
37046,Béjar,1,0
37052,Boada,1,0
37055,Bogajo,1,0
37072,Calzada De Don Diego,1,0
37073,Calzada De Valdunciel,1,0
37080,Cantagallo,1,0
37081,Cantalapiedra,1,0
37082,Cantalpino,1,0
37086,Carpio De Azaba,1,0
37127,Espeja,1,0
37132,Fregeneda (La),2,0
37135,Fuente De San Esteban (La),1,0
37139,Fuentes De Béjar,1,0
37140,Fuentes De Oñoro,1,0
37149,Garcirrey,1,0
37152,Gomecello,1,0
37156,Guijuelo,1,0
37157,Herguijuela De Ciudad Rodrigo,2,0
37160,Hinojosa De Duero,1,0
37171,Ledrada,1,0
37173,Lumbrales,1,0
37183,Martín De Yeltes,1,0
37188,Maya (La),1,0
37207,Moriscos,1,0
37217,Navalmoral De Béjar,1,0
37223,Olmedo De Camaces,1,0
37239,Pedroso De La Armuña (El),1,0
37246,Peñaranda De Bracamonte,1,0
37254,Pitiegua,1,0
37255,Pizarral,1,0
37263,Puerto De Béjar,1,0
37270,Robliza De Cojos,1,0
37274,Salamanca,4,0
37282,Sanchotello,1,0
37288,San Morales,1,0
37310,Sieteiglesias De Tormes,1,0
37323,Topas,1,0
37338,Valdunciel,2,0
37358,Villar De Gallimazo,1,0
37362,Villares De La Reina,1,0
37363,Villares De Yeltes,1,0
37373,Villavieja De Yeltes,1,0
39001,Alfoz De Lloredo,1,1
39002,Ampuero,1,1
39004,Arenas De Iguña,1,1
39008,Astillero (El),3,1
39009,Bárcena De Cicero,3,1
39010,Bárcena De Pie De Concha,3,1
39012,Cabezón De La Sal,4,1
39016,Camargo,4,1
39024,Comillas,1,1
39025,Corrales De Buelna (Los),3,1
39027,Campoo De Enmedio,2,1
39028,Entrambasaguas,1,1
39031,Hazas De Cesto,1,1
39035,Laredo,2,0
39037,Liérganes,1,1
39038,Limpias,1,1
39040,Marina De Cudeyo,1,1
39042,Medio Cudeyo,4,1
39044,Miengo,2,1
39046,Molledo,2,1
39051,Pesquera,1,1
39052,Piélagos,7,1
39054,Polanco,2,1
39057,Ramales De La Victoria,1,1
39058,Rasines,1,1
39059,Reinosa,1,1
39060,Reocín,3,1
39062,Ribamontán Al Monte,2,1
39064,Riotuerto,1,1
39065,Rozas De Valdearroyo (Las),2,0
39073,Santa Cruz De Bezana,1,1
39075,Santander,10,1
39077,Santiurde De Reinosa,1,1
39080,San Vicente De La Barquera,2,1
39087,Torrelavega,7,1
39091,Valdáliga,2,1
39092,Valdeolea,1,0
39093,Valdeprado Del Río,2,0
39094,Valderredible,1,0
39095,Val De San Vicente,2,1
40030,Bernardos,1,0
40032,Boceguillas,1,0
40039,Campo De San Pedro,1,0
40043,Carbonero El Mayor,1,0
40057,Coca,2,0
40063,Cuéllar,1,0
40076,Espinar (El),1,0
40082,Fuente De Santa Cruz,1,0
40101,Hontanares De Eresma,1,0
40115,Maderuelo,1,0
40138,Nava De La Asunción,1,0
40151,Ortigosa De Pestaño,1,0
40152,Otero De Herreros,2,0
40170,Riaza,1,0
40191,Santo Tomé Del Puerto,1,0
40194,Segovia,2,0
40231,Yanguas De Eresma,1,0
40901,Ortigosa Del Monte,1,0
40904,Navas De Riofrío,1,0
41001,Aguadulce,2,0
41002,Alanís,1,0
41004,Alcalá De Guadaíra,3,1
41006,Alcolea Del Río,1,1
41011,Arahal,1,0
41012,Aznalcázar,1,0
41015,Benacazón,1,1
41018,Brenes,1,1
41020,Cabezas De San Juan (Las),1,1
41021,Camas,1,1
41023,Cantillana,1,1
41024,Carmona,1,1
41025,Carrión De Los Céspedes,1,0
41026,Casariche,1,0
41033,Constantina,1,1
41038,Dos Hermanas,3,1
41048,Guadalcanal,2,0
41051,Huévar Del Aljarafe,1,0
41053,Lebrija,1,1
41055,Lora Del Río,3,1
41060,Marchena,2,0
41068,Osuna,1,0
41071,Paradas,1,0
41072,Pedrera,1,0
41073,Pedroso (El),2,1
41074,Peñaflor,1,0
41081,Rinconada (La),2,1
41082,Roda De Andalucía (La),2,0
41085,Salteras,1,1
41087,Sanlúcar La Mayor,1,1
41091,Sevilla,15,1
41092,Tocina,2,1
41095,Utrera,2,1
41096,Valencina De La Concepción,2,1
41098,Villanueva Del Ariscal,1,1
41099,Villanueva Del Río Y Minas,2,1
41903,Cuervo De Sevilla (El),1,0
42001,Abejar,1,0
42003,Adradas,1,0
42004,Ágreda,1,0
42006,Alconaba,1,0
42008,Alcubilla De Las Peñas,1,0
42011,Aldealpozo,1,0
42018,Almaluez,1,0
42020,Almazán,3,0
42025,Arcos De Jalón,1,0
42035,Berlanga De Duero,1,0
42044,Cabrejas Del Campo,1,0
42045,Cabrejas Del Pinar,1,0
42049,Candilichera,1,0
42061,Cidones,1,0
42096,Gómara,1,0
42103,Langa De Duero,1,0
42111,Matamala De Almazán,1,0
42113,Medinaceli,2,0
42115,Miño De Medinaceli,2,0
42119,Monteagudo De Las Vicarías,1,0
42123,Morón De Almazán,1,0
42129,Navaleno,1,0
42134,Ólvega,1,0
42140,Portillo De Soria,1,0
42144,Quintana Redonda,1,0
42145,Quintanas De Gormaz,1,0
42149,Rábanos (Los),1,0
42162,San Esteban De Gormaz,2,0
42164,San Leonardo De Yagüe,1,0
42167,Santa María De Huerta,1,0
42173,Soria,4,0
42181,Tardelcuende,1,0
42182,Taroda,1,0
42187,Torrubia De Soria,2,0
42192,Valdegeña,1,0
42200,Velamazán,1,0
42201,Velilla De La Sierra,1,0
43005,Alcover,1,0
43013,Ametlla De Mar (L'),1,0
43016,Arboç (L'),1,1
43017,Argentera (L'),1,0
43019,Ascó,1,0
43031,Borges Del Camp (Les),1,0
43037,Calafell,2,1
43038,Cambrils,2,1
43040,Capçanes,1,0
43043,Catllar (El),1,0
43047,Constantí,1,0
43051,Cunit,1,1
43054,Espluga De Francolí (L'),1,0
43060,Flix,1,0
43062,Freginals,1,0
43065,Garcia,1,0
43070,Guiamets (Els),1,0
43076,Marçà,1,0
43086,Montblanc,1,0
43094,Móra La Nova,1,0
43095,Morell (El),1,0
43098,Nulles,1,0
43110,Pobla De Massaluca (La),1,0
43111,Pobla De Montornès (La),1,0
43115,Pradell De La Teixeta,1,0
43123,Reus,2,1
43124,Riba (La),1,0
43126,Riera De Gaià (La),1,0
43127,Riudecanyes,1,0
43135,Salomó,1,0
43138,Santa Bàrbara,1,0
43144,Secuita (La),1,0
43145,Selva Del Camp (La),1,0
43148,Tarragona,4,1
43153,Torredembarra,1,0
43155,Tortosa,3,0
43156,Ulldecona,1,0
43161,Valls,2,0
43162,Vandellòs I L'Hospitalet De L'Infant,3,0
43163,Vendrell (El),2,1
43165,Vilabella,1,0
43172,Vilaverd,1,0
43176,Vimbodí I Poblet,1,0
43903,Camarles,1,0
43904,Aldea (L'),2,0
43905,Salou,5,1
43906,Ampolla (L'),1,1
44007,Alba,1,0
44010,Albentosa,1,0
44025,Andorra,3,0
44031,Azaila,1,0
44033,Báguena,1,0
44047,Burbáguena,1,0
44050,Calamocha,7,0
44056,Caminreal,1,0
44067,Castelnou,1,0
44076,Cella,1,0
44101,Ferreruela De Huerva,2,0
44112,Fuentes Claras,1,0
44153,Monreal Del Campo,2,0
44191,Puebla De Híjar (La),1,0
44192,Puebla De Valverde (La),2,0
44201,Rubielos De Mora,1,0
44205,Samper De Calanda,1,0
44207,San Martín Del Río,1,0
44209,Santa Eulalia,1,0
44210,Sarrión,1,0
44216,Teruel,5,0
44232,Torrijo Del Campo,1,0
44251,Villafranca Del Campo,1,0
44252,Villahermosa Del Campo,1,0
45005,Alcañizo,1,0
45012,Almonacid De Toledo,2,0
45019,Bargas,1,0
45025,Cabañas De La Sagra,1,0
45028,Calera Y Chozas,1,0
45030,Calzada De Oropesa,1,0
45060,Erustes,1,0
45071,Guardia (La),1,0
45078,Huerta De Valdecarábanos,1,0
45080,Illán De Vacas,1,0
45081,Illescas,1,0
45090,Manzaneque,1,0
45094,Mascaraque,1,0
45104,Montearagón,1,0
45106,Mora,1,0
45115,Noblejas,1,0
45121,Ocaña,1,0
45123,Ontígola,1,0
45125,Oropesa,1,0
45128,Pantoja,1,0
45141,Quero,1,0
45147,Rielves,1,0
45149,Romeral (El),1,0
45156,Santa Cruz De La Zarza,1,0
45158,Santa Olalla,1,0
45161,Seseña,1,1
45165,Talavera De La Reina,1,0
45166,Tembleque,1,0
45168,Toledo,2,0
45173,Torrijos,1,0
45185,Villacañas,1,0
45188,Villaluenga De La Sagra,1,0
45189,Villamiel De Toledo,1,0
45195,Villarrubia De Santiago,1,0
45196,Villaseca De La Sagra,1,0
45197,Villasequilla,1,0
45200,Yébenes (Los),3,0
45201,Yeles,1,0
45205,Yuncos,1,0
46004,Agullent,1,0
46006,Albaida,1,0
46013,Alboraya,2,0
46014,Albuixech,1,1
46017,Alzira,1,1
46020,Alcúdia De Crespins (L'),1,1
46021,Aldaia,1,1
46022,Alfafar,1,1
46029,Algemesí,1,1
46051,Benaguasil,1,0
46060,Benifaió,1,1
46062,Benigànim,1,0
46075,Bufali,1,0
46077,Buñol,3,1
46080,Camporrobles,1,0
46083,Carcaixent,1,1
46094,Catarroja,1,1
46102,Quart De Poblet,1,1
46105,Cullera,4,1
46109,Cheste,1,1
46110,Xirivella,2,1
46111,Chiva,1,1
46120,Estivella,1,1
46128,Font De La Figuera (La),1,0
46131,Gandia,7,1
46134,Gilet,1,1
46143,Xeraco,1,1
46145,Xàtiva,1,1
46148,Loriguilla,1,1
46159,Manises,4,1
46160,Manuel,2,1
46163,Massalfassar,1,1
46164,Massamagrell,1,0
46165,Massanassa,1,1
46166,Meliana,1,1
46170,Mogente/Moixent,2,1
46173,Montaverner,1,0
46174,Montesa,1,1
46184,Ontinyent,1,0
46200,Pobla Del Duc (La),1,0
46203,Pobla Llarga (La),1,1
46205,Puçol,1,1
46213,Requena,4,1
46220,Sagunto/Sagunt,2,1
46229,Siete Aguas,1,1
46230,Silla,1,1
46233,Sollana,2,1
46235,Sueca,1,1
46238,Tavernes De La Valldigna,1,1
46249,Utiel,2,1
46250,Valencia,11,1
46251,Vallada,1,1
47011,Ataquines,1,0
47027,Cabezón De Pisuerga,1,0
47035,Carpio,1,0
47045,Castronuño,1,0
47055,Corcos,1,0
47057,Cubillas De Santa Marta,1,0
47065,Fresno El Viejo,1,0
47076,Laguna De Duero,1,0
47082,Matapozuelos,1,0
47085,Medina Del Campo,3,0
47101,Nava Del Rey,1,0
47104,Olmedo,1,0
47114,Peñafiel,1,0
47121,Pollos,1,0
47123,Pozal De Gallinas,1,0
47124,Pozaldez,1,0
47127,Quintanilla De Arriba,1,0
47129,Quintanilla De Onésimo,1,0
47150,San Román De Hornija,1,0
47157,Sardón De Duero,1,0
47173,Traspinedo,1,0
47175,Tudela De Duero,1,0
47182,Valdestillas,1,0
47186,Valladolid,4,0
47193,Viana De Cega,1,0
47228,Villaverde De Medina,1,0
48005,Arakaldo,1,1
48008,Artzentales,1,1
48011,Arrigorriaga,2,1
48013,Barakaldo,1,1
48015,Basauri,3,1
48020,Bilbao,16,1
48022,Karrantza Harana/Valle De Carranza,1,1
48036,Galdakao,1,0
48045,Güeñes,6,1
48071,Muskiz,1,1
48074,Urduña/Orduña,1,1
48078,Portugalete,1,1
48081,Lezama,1,0
48082,Santurtzi,2,1
48083,Ortuella,3,1
48084,Sestao,3,1
48090,Balmaseda,2,1
48096,Zalla,8,1
48902,Erandio,1,1
48912,Alonsotegi,1,1
49009,Andavías,1,0
49019,Barcial Del Barco,1,0
49021,Benavente,1,0
49036,Carbajales De Alba,1,0
49038,Casaseca De Campeán,1,0
49053,Coreses,1,0
49056,Cubillos,1,0
49058,Cubo De Tierra Del Vino (El),2,0
49076,Fresno De La Ribera,1,0
49091,Granja De Moreruela,1,0
49095,Hiniesta (La),1,0
49099,Losacio,1,0
49100,Lubián,1,0
49104,Mahide,2,0
49108,Manganeses De La Lampreana,1,0
49110,Manzanal De Arriba,1,0
49111,Manzanal Del Barco,1,0
49127,Morales Del Vino,2,0
49132,Moreruela De Los Infanzones,1,0
49145,Pedralba De La Pradería,1,0
49155,Piedrahita De Castro,1,0
49159,Pobladura Del Valle,1,0
49166,Puebla De Sanabria,3,0
49174,Requejo,1,0
49176,Riofrío De Aliste,2,0
49207,Santovenia,1,0
49208,San Vicente De La Cabeza,1,0
49219,Toro,3,0
49227,Valcabado,1,0
49238,Villabrázaro,1,0
49275,Zamora,1,0
50008,Alagón,1,0
50020,Alhama De Aragón,1,0
50034,Ariza,1,0
50038,Ateca,1,0
50040,Badules,1,0
50044,Bardallur,1,0
50056,Botorrita,1,0
50058,Bubierca,1,0
50062,Burgo De Ebro (El),1,0
50064,Cabañas De Ebro,1,0
50067,Calatayud,3,0
50068,Calatorao,1,0
50073,Cariñena,1,0
50074,Caspe,2,0
50079,Cervera De La Cañada,1,0
50081,Cetina,1,0
50084,Clarés De Ribota,1,0
50092,Chiprana,1,0
50094,Daroca,1,0
50098,Encinacorba,1,0
50099,Épila,1,0
50102,Fabara,1,0
50115,Fuentes De Ebro,1,0
50116,Fuentes De Jiloca,1,0
50118,Gallur,1,0
50119,Gelsa,1,0
50123,Grisén,1,0
50132,Joyosa (La),1,0
50143,Longares,1,0
50147,Luceni,1,0
50155,Malanquilla,1,0
50159,Maluenda,1,0
50161,Manchones,1,0
50163,María De Huerva,1,0
50172,Monreal De Ariza,1,0
50175,Morata De Jalón,1,0
50176,Morata De Jiloca,1,0
50177,Morés,2,0
50181,Muel,2,0
50184,Murero,1,0
50189,Nonaspe,1,0
50201,Paracuellos De Jiloca,1,0
50202,Paracuellos De La Ribera,1,0
50204,Pedrola,1,0
50208,Pina De Ebro,1,0
50209,Pinseque,1,0
50211,Plasencia De Jalón,1,0
50222,Quinto,1,0
50225,Ricla,1,0
50228,Rueda De Jalón,1,0
50231,Salillas De Jalón,1,0
50241,Sabiñán,1,0
50253,Terrer,1,0
50260,Torrelapaja,1,0
50272,Utebo,2,1
50283,Villadoz,1,0
50284,Villafeliche,1,0
50288,Villanueva De Gállego,1,0
50289,Villanueva De Jiloca,1,0
50292,Villarreal De Huerva,1,0
50293,Villarroya De La Sierra,1,0
50296,Zaida (La),1,0
50297,Zaragoza,11,1
50298,Zuera,2,0
51001,Ceuta,1,0
